levelId,Filename,Area_Name,Name,Pos,Rotate,Type,Destination,EntityID,FixedMonsterID
620003;,level_020_all,,620003_Boss,"1016.8817,936.83136,70","1,0,0,0",MHMonsterSpawnPoint,,178,60030
420103;,level_020_all,,420103_BlueFireDragon,"3267.1611,1762.9181,77.287903","1,0,0,0",MHMonsterSpawnPoint,,301,60251
,level_020_all,,CommonSpawner_R6_8,"2011.0813,2508.198,202.51016","1,0,0,0",MHMonsterSpawnPoint,,64,0
,level_020_all,,CommonSpawner_R8_4,"2906.4409,3810.5078,100.63159","1,0,0,0",MHMonsterSpawnPoint,,63,0
,level_020_all,,CommonSpawner_R2_3,"1028.6874,935.30817,69.621117","1,0,0,0",MHMonsterSpawnPoint,,62,0
420401;420204;420203;420202;420201;420103;420102;420101;420020;420019;420018;420017;420016;420015;420014;420013;420012;420011;420010;420009;420008;420007;420006;420005;420004;420003;420002;420001;,level_020_all,,MHSpawnPoint25,"3278.1809,1752.2966,52.11573","1,0,0,0",MHMonsterSpawnPoint,,335,50010
420401;420204;420203;420202;420201;420103;420102;420101;420020;420019;420018;420017;420016;420015;420014;420013;420012;420011;420010;420009;420008;420007;420006;420005;420004;420003;420002;420001;,level_020_all,,MHSpawnPoint15,"1015.2925,942.69299,70.125","1,0,0,0",MHMonsterSpawnPoint,,279,50050
420401;420204;420203;420202;420201;420103;420102;420101;420020;420019;420018;420017;420016;420015;420014;420013;420012;420011;420010;420009;420008;420007;420006;420005;420004;420003;420002;420001;,level_020_all,,MHSpawnPoint39,"388.24536,2073.5952,69.8125","1,0,0,0",MHMonsterSpawnPoint,,278,50050
,level_020_all,,CommonSpawner_R3_9,"3077.4832,839.13751,117.50859","1,0,0,0",MHMonsterSpawnPoint,,61,0
,level_020_all,,CommonSpawner_R2_4,"1032.2467,924.70068,69.387131","1,0,0,0",MHMonsterSpawnPoint,,60,0
420401;420204;420203;420202;420201;420103;420102;420101;420020;420019;420018;420017;420016;420015;420014;420013;420012;420011;420010;420009;420008;420007;420006;420005;420004;420003;420002;420001;,level_020_all,,MHSpawnPoint14,"1038.2062,938.14203,69.450386","1,0,0,0",MHMonsterSpawnPoint,,277,50050
,level_020_all,,SupplyBox,"2271.1614,338.61453,151.375","-0.37460652,0,0,0.92718393",MHMonsterSpawnPoint,,246,39004
,level_020_all,,CommonSpawner_R4_5,"2127.5327,1609.6117,130.875","1,0,0,0",MHMonsterSpawnPoint,,59,0
,level_020_all,,CommonSpawner_R4_4,"2128.7832,1582.0359,131.5","1,0,0,0",MHMonsterSpawnPoint,,57,0
,level_020_all,,CommonSpawner_R2_2,"1014.1703,935.18933,69.834976","1,0,0,0",MHMonsterSpawnPoint,,54,0
,level_020_all,,CommonSpawner_R6_2,"2003.9723,2551.0132,202.75","1,0,0,0",MHMonsterSpawnPoint,,94,0
420202;420201;420014;420008;420005;420003;420001;,level_020_all,,MHSpawnPoint_TWD_R3,"3071.4597,865.50757,117.5","1,0,0,0",MHMonsterSpawnPoint,,318,0
,level_020_all,,CommonSpawner_R2_7,"1023.2217,949.51605,69.844757","1,0,0,0",MHMonsterSpawnPoint,,93,0
420401;420204;420203;420202;420201;420103;420102;420101;420020;420019;420018;420017;420016;420015;420014;420013;420012;420011;420010;420009;420008;420007;420006;420005;420004;420003;420002;420001;,level_020_all,,MHSpawnPoint30,"2006.4762,2564.1438,202.80258","1,0,0,0",MHMonsterSpawnPoint,,334,50170
,level_020_all,,CommonSpawner_R4_1,"2121.647,1589.7878,131.5","1,0,0,0",MHMonsterSpawnPoint,,91,0
,level_020_all,,CommonSpawner_R4_7,"2144.8843,1599.5415,130.875","1,0,0,0",MHMonsterSpawnPoint,,89,0
420101;,level_020_all,,SunShieldCrab,"3063.1013,870.97516,117.5","1,0,0,0",MHMonsterSpawnPoint,,271,60102
,level_020_all,,CommonSpawner_R3_1,"3068.7949,865.71985,117.5","1,0,0,0",MHMonsterSpawnPoint,,87,0
,level_021,,CommonSpawner_R7_3,"3451.1885,6907.2046,149.65514","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,289,0
,level_021,,SubmitBox,"908.90594,813.97253,97.146591","0.60876119,0,0,-0.7933535",MHMonsterSpawnPoint,,237,39005
,level_021,,CommonSpawner_R3_7,"4425.1333,2636.3044,58.129379","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,288,0
421101;,level_021,,421101_Boss3,"3444.3787,6896.2144,149.534","1,0,0,0",MHMonsterSpawnPoint,,145,60580
,level_021,,CommonSpawner_R6_5,"1259.13,5557.9902,97.428429","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,287,0
,level_021,,CommonSpawner_R7_8,"3444.4817,6896.811,149.60089","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,286,0
,level_021,,CommonSpawner_R2_10,"6571.0469,1813.1331,32.308228","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,285,0
,level_021,,CommonSpawner_R5_8,"3895.0527,4589.3823,3.0339055","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,284,0
,level_021,,CommonSpawner_R3_9,"4424.7202,2648.4211,58.153351","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,279,0
,level_021,,CommonSpawner_R8_5,"6536.7114,6329.2861,54.606857","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,275,0
421401;421102;421101;421007;421006;421005;421004;421003;421002;421001;,level_021,,MHSpawnPoint_Monster_R7_2,"3441.7471,6912.2061,149.37645","1,0,0,0",MHMonsterSpawnPoint,,151,50210
,level_021,,CommonSpawner_R2_8,"6567.0425,1821.6042,32.319092","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,270,0
,level_021,,CommonSpawner_R2_9,"6553.0337,1820.9569,32.319092","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,269,0
,level_021,,CommonSpawner_R5_5,"3919.0635,4574.251,2.9783373","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,268,0
,level_021,,CommonSpawner_R8_1,"6551.8721,6320.7896,54.351311","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,276,0
421101;,level_021,,421101_Boss1,"4442.7031,2634.2817,58.095123","1,0,0,0",MHMonsterSpawnPoint,,146,60121
421401;421102;421101;421007;421006;421005;421004;421003;421002;421001;,level_021,,MHSpawnPoint_Monster_R1_2,"3380.6331,2085.4023,34.326649","1,0,0,0",MHMonsterSpawnPoint,,152,50020
,level_021,,CommonSpawner_R6_8,"1269.3864,5565.4824,97.463257","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,277,0
,level_021,,CommonSpawner_R5_10,"3900.7019,4579.8213,2.9557981","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,278,0
421006;421005;421004;,level_021,,HellWolfDragon_Boss,"4437.8857,2637.7495,58.110107","1,0,0,0",MHMonsterSpawnPoint,,165,60871
,level_021,,CommonSpawner_R6_1,"1252.2007,5550.5581,97.463257","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,281,0
,level_021,,CommonSpawner_R4_9,"5876.2119,4461.2832,51.391243","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,292,0
,level_021,,CommonSpawner_R3_8,"4420.8379,2622.5564,58.110416","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,291,0
,level_021,,CommonSpawner_R5_7,"3900.9441,4593.6997,2.9710793","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,290,0
421102;,level_021,,421102_Boss2,"4436.7915,2642.4451,58.121014","1,0,0,0",MHMonsterSpawnPoint,,148,60420
,level_021,,CommonSpawner_R6_3,"1263.6327,5550.4097,97.447731","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,283,0
,level_021,,CommonSpawner_R4_1,"5857.4697,4449.9136,51.363689","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,282,0
,level_021,,CommonSpawner_R7_9,"3450.0237,6900.7358,149.54973","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,274,0
421401;421102;421101;421007;421006;421005;421004;421003;421002;421001;,level_021,,MHSpawnPoint_Monster_R7_1,"3453.5674,6904.5532,149.38179","1,0,0,0",MHMonsterSpawnPoint,,153,50210
,level_021,,CommonSpawner_R7_4,"3438.5183,6918.437,149.63884","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,273,0
,level_021,,CommonSpawner_R6_4,"1262.7665,5555.7754,97.512703","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,293,0
,level_021,,CommonSpawner_R5_6,"3910.9146,4575.7207,2.9224453","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,297,0
,level_021,,CommonSpawner_R1_6,"3374.9019,2078.9639,33.839108","-0.11311904,-0.0096578896,0.0076822294,0.99350482",MHMonsterSpawnPoint,,298,0
,level_021,,CommonSpawner_R8_4,"6545.8188,6321.3643,54.157501","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,112,0
,level_021,,CommonSpawner_R3_2,"4452.7822,2627.8921,58.186096","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,113,0
,level_021,,CommonSpawner_R5_2,"3919.9968,4582.2339,2.9338255","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,114,0
,level_021,,CommonSpawner_R3_1,"4435.2856,2620.5615,58.236168","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,115,0
,level_021,,CommonSpawner_R8_3,"6542.0073,6326.2915,54.612164","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,116,0
,level_021,,CommonSpawner_R5_9,"3901.6033,4586.6421,3.046279","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,117,0
,level_021,,CommonSpawner_R8_2,"6549.543,6330.2656,55.225845","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,118,0
,level_021,,CommonSpawner_R1_9,"3360.8044,2089.4336,34.709667","-0.11311902,-0.0096578896,0.0076822289,0.99350482",MHMonsterSpawnPoint,,119,0
,level_021,,CommonSpawner_R8_9,"6542.1143,6306.7827,52.982944","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,120,0
,level_021,,CommonSpawner_R2_4,"6581.3667,1830.072,32.319092","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,121,0
,level_021,,CommonSpawner_R2_3,"6567.542,1837.9088,32.319092","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,122,0
421007;,level_021,,Lemon_HL_Dragon_Boss,"6569.9009,1840.413,32.342999","1,0,0,0",MHMonsterSpawnPoint,,166,60285
,level_021,,CommonSpawner_R6_10,"1263.1537,5570.1504,97.432671","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,123,0
,level_021,,CommonSpawner_R4_2,"5850.5869,4454.2466,51.345425","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,124,0
421101;,level_021,,421101_Boss2,"6564.3345,1834.9041,32.3125","1,0,0,0",MHMonsterSpawnPoint,,147,60900
,level_021,,CommonSpawner_R6_7,"1265.9072,5560.5762,97.43795","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,125,0
,level_021,,SupplyBox,"931.4375,823.17572,97.506813","0.58778524,0,0,0.809017",MHMonsterSpawnPoint,,240,39004
,level_021,,CommonSpawner_R4_6,"5866.5713,4464.7422,51.349133","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,126,0
,level_021,,CommonSpawner_R4_8,"5867.106,4446.9912,51.259937","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,127,0
,level_021,,CommonSpawner_R3_6,"4435.4419,2643.6226,58.125607","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,128,0
,level_021,,CommonSpawner_R6_9,"1263.2384,5563.7471,97.393776","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,129,0
,level_021,,CommonSpawner_R8_7,"6538.5503,6314.1611,53.354576","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,130,0
,level_021,,CommonSpawner_R1_7,"3368.2676,2089.9775,34.333855","-0.11311904,-0.0096578896,0.0076822294,0.99350482",MHMonsterSpawnPoint,,131,0
,level_021,,CommonSpawner_R3_4,"4440.4043,2630.2537,58.256077","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,132,0
421401;421102;421101;421007;421006;421005;421004;421003;421002;421001;,level_021,,MHSpawnPoint_Monster_R5_2,"3919.9377,4588.918,2.8748655","1,0,0,0",MHMonsterSpawnPoint,,154,50090
,level_021,,CommonSpawner_R2_5,"6576.3804,1820.7312,32.287281","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,133,0
,level_021,,CommonSpawner_R1_10,"3363.6741,2076.5601,33.698147","-0.11311901,-0.0096578896,0.0076822285,0.99350482",MHMonsterSpawnPoint,,134,0
,level_021,,CommonSpawner_R2_2,"6562.5659,1838.8604,32.319092","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,135,0
,level_021,,CommonSpawner_R1_5,"3373.7917,2089.8179,34.495132","-0.11311904,-0.0096578896,0.0076822294,0.99350482",MHMonsterSpawnPoint,,136,0
,level_021,,CommonSpawner_R7_7,"3437.1912,6901.4106,149.68703","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,137,0
421401;421102;421101;421007;421006;421005;421004;421003;421002;421001;,level_021,,MHSpawnPoint_Monster_R5_1,"3913.6411,4592.814,2.8726892","1,0,0,0",MHMonsterSpawnPoint,,155,50090
,level_021,,CommonSpawner_R4_5,"5856.2471,4466.6533,51.417141","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,138,0
421003;421002;421001;,level_021,,IceFoxDragon_Boss,"3448.3218,6895.8237,149.53452","1,0,0,0",MHMonsterSpawnPoint,,164,60580
,level_021,,CommonSpawner_R4_10,"5875.0396,4450.9712,51.287544","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,139,0
,level_021,,CommonSpawner_R3_5,"4449.6738,2642.9216,58.264515","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,140,0
,level_021,,CommonSpawner_R5_1,"3922.9844,4590.7998,3.0778847","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,141,0
,level_021,,CommonSpawner_R1_8,"3367.3113,2078.5764,33.789291","-0.11311902,-0.0096578896,0.0076822289,0.99350482",MHMonsterSpawnPoint,,142,0
,level_021,,CommonSpawner_R1_4,"3370.9905,2082.8425,34.091278","-0.11311905,-0.0096578905,0.0076822299,0.99350482",MHMonsterSpawnPoint,,143,0
,level_021,,CommonSpawner_R8_6,"6534.8682,6319.4507,53.489429","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,80,0
,level_021,,CommonSpawner_R7_1,"3456.2107,6914.2739,149.55287","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,111,0
,level_021,,Catfood_NPC,"932.41174,820.45532,97.223877","0.67559016,0,0,0.73727739",MHMonsterSpawnPoint,,242,33343
,level_021,,CommonSpawner_R6_2,"1257.1736,5550.6064,97.463295","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,110,0
,level_021,,CommonSpawner_R2_1,"6553.2026,1830.5636,32.350342","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,109,0
,level_021,,CommonSpawner_R1_3,"3377.9548,2089.4795,34.458874","-0.11311905,-0.0096578905,0.0076822299,0.99350482",MHMonsterSpawnPoint,,108,0
421401;421102;421101;421007;421006;421005;421004;421003;421002;421001;,level_021,,MHSpawnPoint_Monster_R1_1,"3365.3804,2085.2146,34.179916","1,0,0,0",MHMonsterSpawnPoint,,156,50020
,level_021,,CommonSpawner_R5_3,"3912.0564,4591.813,3.124495","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,107,0
,level_021,,CommonSpawner_R4_3,"5845.2124,4460.4683,51.344913","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,106,0
421102;,level_021,,421102_Boss1,"3447.3264,6897.229,149.52385","1,0,0,0",MHMonsterSpawnPoint,,149,60580
,level_021,,CommonSpawner_R7_2,"3449.2036,6913.2993,149.59538","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,105,0
,level_021,,CommonSpawner_R4_4,"5856.4634,4458.2778,51.327099","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,104,0
,level_021,,BattleSupplyCat,"909.72638,816.77203,97.398994","0.55193704,0,0,-0.83388579",MHMonsterSpawnPoint,,280,33323
221050;221049;221048;221047;221046;221045;221044;221043;221042;221041;221040;221039;221038;221037;221036;221035;221034;221033;221032;221031;221030;221029;221028;221027;221026;221025;221024;221023;221022;221021;221020;221019;221018;221017;221016;221015;221014;221013;221012;221011;221010;221009;221008;221007;221006;221005;221004;221003;221002;221001;,level_021,,MHSpawnPoint1,"915.2019,831.13641,97.167717","-0.017452383,0,0,0.99984771",MHMonsterSpawnPoint,,172,0
,level_021,,CommonSpawner_R5_4,"3912.2371,4582.9272,2.8790169","0.026176609,0,0,0.99965733",MHMonsterSpawnPoint,,103,0
,level_021,,CommonSpawner_R7_10,"3458.8428,6902.9272,149.67282","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,102,0
421401;421102;421101;421007;421006;421005;421004;421003;421002;421001;,level_021,,MHSpawnPoint_Monster_R2_1,"6561.6851,1832.9352,32.3125","1,0,0,0",MHMonsterSpawnPoint,,157,50210
,level_021,,CommonSpawner_R3_3,"4448.3027,2619.5774,58.250473","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,101,0
621001;,level_021,,621001_BOSS,"6570.7446,1836.2003,32.34375","1,0,0,0",MHMonsterSpawnPoint,,247,60580
,level_021,,CommonSpawner_R2_7,"6558.6499,1823.8351,32.319092","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,100,0
,level_021,,CommonSpawner_R7_5,"3439.3196,6908.9414,149.5575","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,99,0
,level_021,,CommonSpawner_R4_7,"5869.8906,4455.2358,51.364079","0.73135394,0,0,-0.68199813",MHMonsterSpawnPoint,,98,0
,level_021,,CommonSpawner_R3_10,"4414.2334,2635.9775,58.147598","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,97,0
421102;,level_021,,421102_Boss3,"6540.0884,6319.0796,53.592491","1,0,0,0",MHMonsterSpawnPoint,,150,60880
,level_021,,CommonSpawner_R1_2,"3379.9141,2081.8806,34.120811","-0.11311905,-0.0096578905,0.0076822299,0.99350482",MHMonsterSpawnPoint,,96,0
,level_021,,CommonSpawner_R8_10,"6534.1328,6308.9258,52.999817","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,95,0
,level_021,,CommonSpawner_R1_1,"3382.4834,2091.4036,34.487568","-0.11320332,0,0,0.99357182",MHMonsterSpawnPoint,,94,0
,level_021,,CommonSpawner_R6_6,"1255.6896,5564.3096,97.417046","0.99965733,0,0,-0.026176566",MHMonsterSpawnPoint,,93,0
,level_021,,CommonSpawner_R8_8,"6547.0649,6312.1953,53.615768","0.13917278,0,0,0.99026811",MHMonsterSpawnPoint,,92,0
,level_021,,CommonSpawner_R7_6,"3428.1992,6908.7974,149.5495","0.81411564,0,0,-0.58070284",MHMonsterSpawnPoint,,91,0
421401;421102;421101;421007;421006;421005;421004;421003;421002;421001;,level_021,,MHSpawnPoint_Monster_R2_2,"6578.6309,1828.8549,32.153984","1,0,0,0",MHMonsterSpawnPoint,,158,50210
,level_021,,CommonSpawner_R2_6,"6564.3477,1829.3859,32.334526","0.97992474,0,0,-0.19936766",MHMonsterSpawnPoint,,90,0
422001;,level_022,,SupplyBox,"1026.9772,931.14264,86.839294","1,0,0,0",MHMonsterSpawnPoint,,14,39004
422001;,level_022,,Amatsu_boss,"3094.8362,1052.4738,96.431259","-0.052335978,0,0,0.99862951",MHMonsterSpawnPoint,,18,60930
,level_022,,BattleSupplyCat,"1018.9572,941.25317,86.891998","0.56640613,0,0,-0.82412624",MHMonsterSpawnPoint,,16,33323
422001;,level_022,,NPC_CatFood_Cooker,"1018.3892,938.30139,86.86216","0.70710635,0,0,-0.70710719",MHMonsterSpawnPoint,,21,33343
,miltontest,,MHSpawnPoint1,"113.99998,114.99998,20.999998","1,0,0,0",MHMonsterSpawnPoint,,3,0
,miltontest,,MHSpawnPoint3,"161.99998,125.99998,18.999998","1,0,0,0",MHMonsterSpawnPoint,,4,0
,miltontest,,MHSpawnPoint4,"198.99998,100.99997,20.999998","1,0,0,0",MHMonsterSpawnPoint,,6,0
,miltontest,,MHSpawnPoint2,"194.99998,62.999992,19.999998","1,0,0,0",MHMonsterSpawnPoint,,7,0
190802;190801;190803;,mvm_test,,MHSpawnPoint1,"640.9101,863.04822,30","0.08715567,0,0,0.99619472",MHMonsterSpawnPoint,,17,39004
190802;190801;190803;,mvm_test,,EntrustBossSP1_Noraml4,"1402.5087,786.62744,30.296875","-1.0192995e-008,0,0,1",MHMonsterSpawnPoint,,13,0
190802;190801;190803;,mvm_test,,EntrustBossSP1_Noraml5,"1400.5061,788.44305,30.296875","-1.0192995e-008,0,0,1",MHMonsterSpawnPoint,,12,0
190802;190801;190803;,mvm_test,,EntrustBossSP1_Noraml1,"1399.866,784.13275,30.296875","-1.0192995e-008,0,0,1",MHMonsterSpawnPoint,,10,0
190802;190801;190803;,mvm_test,,EntrustBossSP1_Noraml2,"1409.427,784.9129,30.296875","-1.0192995e-008,0,0,1",MHMonsterSpawnPoint,,9,0
190802;190801;190803;,mvm_test,,EntrustBossSP1_Noraml,"1404.7811,785.52887,30.296875","-1.0192995e-008,0,0,1",MHMonsterSpawnPoint,,11,0
190801;,mvm_test,,MHSpawnPoint2,"1403.3846,751.07629,30","0.034899376,0,0,0.99939084",MHMonsterSpawnPoint,,16,60010
190802;190801;190803;,mvm_test,,EntrustBossSP1_Noraml3,"1406.6222,788.37225,30.296875","-1.0192995e-008,0,0,1",MHMonsterSpawnPoint,,14,0
,mythland,,CommonSpawner2,"1090.7816,912.55017,69.099083","-0.087155685,0,0,0.99619472",MHMonsterSpawnPoint,,7,0
,mythland,,CommonSpawner5,"1089.5251,879.35004,69.16066","0.99862951,0,0,0.052335918",MHMonsterSpawnPoint,,8,0
,mythland,,CommonSpawner3,"1105.0175,903.56006,69.112076","0.52991933,0,0,0.84804803",MHMonsterSpawnPoint,,9,0
,mythland,,CommonSpawner6,"1075.7878,888.40094,69.061035","0.88294756,0,0,-0.46947157",MHMonsterSpawnPoint,,10,0
,mythland,,CommonSpawner4,"1105.1941,886.8924,69.306618","0.84339148,0,0,0.53729957",MHMonsterSpawnPoint,,11,0
,mythland,,CommonSpawner01,"1077.4714,903.70587,69.12603","0.53729957,0,0,-0.84339148",MHMonsterSpawnPoint,,12,0
,my_level,,turninbox,"304.52133,287.72626,80.029572","0.78801072,0,0,-0.61566156",MHMonsterSpawnPoint,,22,39005
,my_level,,supplybox,"309.01343,281.65604,80","0.90996128,0,0,-0.41469321",MHMonsterSpawnPoint,,23,39004
,pvp_01,,MHSpawnPoint10,"739.80328,421.14642,63.578384","0.0087266127,0,0,0.99996191",MHMonsterSpawnPoint,,17,0
,pvp_01,,MHSpawnPoint8,"733.27002,414.29416,63.578415","0.86162913,0,0,-0.50753838",MHMonsterSpawnPoint,,16,0
,pvp_01,,MHSpawnPoint9,"726.62952,407.82816,63.578445","0.60876143,0,0,-0.79335338",MHMonsterSpawnPoint,,20,0
,pvp_01,,MHSpawnPoint_Fly,"743.72217,404.35495,88.245552","1,0,0,0",MHMonsterSpawnPoint,,21,0
,pvp_01,,MHSpawnPoint6,"748.5755,411.73471,63.57843","0.29237172,0,0,0.95630479",MHMonsterSpawnPoint,,22,0
,pvp_01,,MHSpawnPoint7,"739.06915,399.7037,63.578476","0.95630473,-0,0,-0.29237175",MHMonsterSpawnPoint,,23,0
,pvp_01,,MHSpawnPoint5,"753.53271,403.68176,63.578461","0.83867055,0,0,0.54463905",MHMonsterSpawnPoint,,24,0
,pvp_01,,MHSpawnPoint4,"750.59424,392.8176,63.578506","0.94832367,0,0,-0.31730464",MHMonsterSpawnPoint,,26,0
,pvp_01,,MHSpawnPoint3,"759.75537,397.33264,63.578491","0.99357188,0,0,0.11320321",MHMonsterSpawnPoint,,27,0
,pvp_01,,MHSpawnPoint2,"722.2691,403.2908,63.578468","1,0,0,0",MHMonsterSpawnPoint,,28,0
,pvp_01_test,,MHSpawnPoint10,"739.80328,421.14642,64.569946","0.0087266127,0,0,0.99996191",MHMonsterSpawnPoint,,32,0
,pvp_01_test,,MHSpawnPoint8,"733.27002,414.29416,64.569977","0.86162913,0,0,-0.50753838",MHMonsterSpawnPoint,,47,0
,pvp_01_test,,MHSpawnPoint9,"726.62952,407.82816,64.570007","0.60876143,0,0,-0.79335338",MHMonsterSpawnPoint,,11,0
,pvp_01_test,,MHSpawnPoint_Fly,"743.72217,404.35495,88.245552","1,0,0,0",MHMonsterSpawnPoint,,13,0
,pvp_01_test,,MHSpawnPoint6,"748.5755,411.73471,64.569992","0.29237172,0,0,0.95630479",MHMonsterSpawnPoint,,15,0
,pvp_01_test,,MHSpawnPoint7,"739.06915,399.7037,64.570038","0.95630473,-0,0,-0.29237175",MHMonsterSpawnPoint,,16,0
,pvp_01_test,,MHSpawnPoint5,"753.53271,403.68176,64.570023","0.83867055,0,0,0.54463905",MHMonsterSpawnPoint,,19,0
,pvp_01_test,,MHSpawnPoint4,"750.59424,392.8176,64.570068","0.94832367,0,0,-0.31730464",MHMonsterSpawnPoint,,24,0
,pvp_01_test,,MHSpawnPoint3,"759.75537,397.33264,64.570053","0.99357188,0,0,0.11320321",MHMonsterSpawnPoint,,25,0
,pvp_01_test,,MHSpawnPoint2,"722.2691,403.2908,64.57003","1,0,0,0",MHMonsterSpawnPoint,,23,0
,pvp_test3,,MHSpawnPoint3,"995.71899,1097.5322,0","1,0,0,0",MHMonsterSpawnPoint,,22,70029
,pvp_test3,,MHSpawnPoint7,"1012.3966,1023.493,3.7431793","1,0,0,0",MHMonsterSpawnPoint,,25,70029
,pvp_test3,,MHSpawnPoint2,"1066.931,1095.3285,0","1,0,0,0",MHMonsterSpawnPoint,,21,70029
,pvp_test3,,MHSpawnPoint5,"1050.9651,1031.5198,0","1,0,0,0",MHMonsterSpawnPoint,,20,70029
,pvp_test3,,MHSpawnPoint11,"979.09912,1023.9426,3.9174585","1,0,0,0",MHMonsterSpawnPoint,,11,70029
,pvp_test3,,MHSpawnPoint8,"1052.0992,1064.8765,3.5148067","1,0,0,0",MHMonsterSpawnPoint,,10,70029
,pvp_test3,,MHSpawnPoint4,"1035.9238,1064.3368,0","1,0,0,0",MHMonsterSpawnPoint,,18,70029
,pvp_test3,,MHSpawnPoint6,"1007.9938,1046.1915,0","1,0,0,0",MHMonsterSpawnPoint,,14,70029
,pvp_test3,,MHSpawnPoint1,"1030.6012,1082.3679,0","1,0,0,0",MHMonsterSpawnPoint,,15,70029
,pvp_test3,,MHSpawnPoint12,"985.31512,1058.2729,0","1,0,0,0",MHMonsterSpawnPoint,,23,70029
,pvp_test3,,MHSpawnPoint9,"1062.7965,1061.661,0","1,0,0,0",MHMonsterSpawnPoint,,24,70029
,pvp_test3,,MHSpawnPoint10,"1034.3418,1052.0778,0","1,0,0,0",MHMonsterSpawnPoint,,16,70029
,pvp_test4,,MHSpawnPoint10,"737.64575,420.91266,72.532066","0.0087266127,0,0,0.99996191",MHMonsterSpawnPoint,,30,0
,pvp_test4,,MHSpawnPoint8,"733.20789,414.39536,72.532066","0.86162913,0,0,-0.50753838",MHMonsterSpawnPoint,,32,0
,pvp_test4,,MHSpawnPoint9,"724.70465,407.91202,72.532066","0.60876143,0,0,-0.79335338",MHMonsterSpawnPoint,,33,0
